brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,Potencia,Capacidade_Motor,Numero_Cilindros,Numero_Valvulas,T2,Categoria_ET,Categoria_Marca,Categoria_Modelo,Categoria_IntCol,Categoria_ExtCol,condicao_do_veiculo,popularidade_modelo,popularidade_marca,eficiencia,Categoria_MarcaModelo,idade_carro,idade_quilometragem,km_por_ano,marca_modelo,cc
GMC,Yukon SLE,2017,96000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,34000,355.0,5.3,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,2,77,66.9811320754717,2,6.999999999899956,671999.9999903957,13714.28571448172,GMC Yukon SLE,16
Chevrolet,Silverado 1500 High Country,2020,88161,Gasoline,6.2L V8 16V GDI OHV,Automatic,Iridescent Pearl Tricoat,Jet Black,At least 1 accident or damage reported,Yes,48889,311.0,6.2,8.0,16.0,7.0,1,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,1,243,50.16129032258064,2,3.999999999899956,352643.99999118,22040.25000055125,Chevrolet Silverado 1500 High Country,17
Mercedes-Benz,AMG GLA 45 Base 4MATIC,2018,51700,Gasoline,375.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,32000,375.0,2.0,4.0,24.0,7.0,2,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,251,187.5,3,5.999999999899956,310199.9999948277,8616.66666681034,Mercedes-Benz AMG GLA 45 Base 4MATIC,1
BMW,328 xi,2007,83000,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Brown,None reported,Yes,8995,230.0,3.0,6.0,24.0,6.0,3,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,304,76.66666666666667,5,16.999999999899956,1410999.9999916963,4882.352941205203,BMW 328 xi,11
Porsche,Panamera 4,2011,85000,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,None reported,No,21500,300.0,3.6,6.0,24.0,7.0,3,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,1,163,83.33333333333333,5,12.999999999899956,1104999.9999914963,6538.461538511857,Porsche Panamera 4,8
Audi,A3 2.0T Premium,2018,36500,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Silver,At least 1 accident or damage reported,Yes,25500,220.0,2.0,4.0,24.0,6.0,2,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,4,146,110.0,3,5.999999999899956,218999.9999963484,6083.333333434767,Audi A3 2.0T Premium,13
Subaru,Crosstrek Premium,2022,10000,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,None reported,Yes,28000,152.0,2.0,4.0,24.0,7.0,2,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,48,76.0,3,1.999999999899956,19999.99999899956,5000.000000250111,Subaru Crosstrek Premium,22
Chevrolet,Camaro 2SS,2022,22000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,50000,455.0,6.2,8.0,24.0,6.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,13,243,73.38709677419355,2,1.999999999899956,43999.99999779902,11000.000000550244,Chevrolet Camaro 2SS,16
Cadillac,LYRIQ Luxury,2023,1090,Elétrico,500.0HP Electric Motor Electric Fuel System,A/T,Gray,Silver,None reported,Yes,68750,500.0,3.5,6.0,24.0,7.0,3,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,92,142.85714285714286,6,0.9999999998999556,1089.9999998909516,1090.0000001090484,Cadillac LYRIQ Luxury,2
RAM,2500 SLT,2015,149130,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,35000,350.0,6.7,6.0,24.0,6.0,1,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,4,74,52.23880597014925,2,8.999999999899956,1342169.9999850804,16570.000000184195,RAM 2500 SLT,4
Chevrolet,Corvette Z06,2007,11025,Gasoline,505.0HP 7.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Black,None reported,Yes,47500,505.0,7.0,8.0,24.0,6.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,4,243,72.14285714285714,2,16.999999999899956,187424.99999889705,648.5294117685224,Chevrolet Corvette Z06,3
Toyota,4Runner Limited,2004,186117,Gasoline,245.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,13000,245.0,4.0,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,5,144,61.25,5,19.99999999989996,3722339.99998138,9305.85000004655,Toyota 4Runner Limited,23
RAM,1500 Tradesman/Express,2017,72000,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,24200,395.0,5.7,8.0,24.0,8.0,1,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,3,74,69.29824561403508,2,6.999999999899956,503999.9999927968,10285.71428586129,RAM 1500 Tradesman/Express,4
Chevrolet,Silverado 1500 Custom Trail Boss,2021,51351,Gasoline,5.3L V8 16V GDI OHV,Automatic,Black,Jet Black,None reported,Yes,43147,311.0,5.3,8.0,16.0,7.0,1,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,243,58.67924528301887,2,2.999999999899956,154052.99999486262,17117.00000057082,Chevrolet Silverado 1500 Custom Trail Boss,17
Ford,Edge Titanium,2016,101387,Gasoline,245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,16000,245.0,2.0,4.0,24.0,6.0,2,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,2,311,122.5,3,7.999999999899956,811095.9999898568,12673.375000158489,Ford Edge Titanium,13
Pontiac,Firebird Trans Am,1997,134033,Gasoline,285.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,7200,285.0,5.7,8.0,24.0,7.0,1,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,4,13,50.0,2,26.99999999989996,3618890.999986591,4964.185185203579,Pontiac Firebird Trans Am,23
BMW,530 i xDrive,2020,23195,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Dark Graphite Metallic,Black,None reported,No,38900,311.0,2.0,4.0,16.0,8.0,2,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Baixa Frequência ext_col,avg,2,304,155.5,3,3.999999999899956,92779.99999767946,5798.7500001450335,BMW 530 i xDrive,12
Chrysler,300 Touring,2021,21478,Gasoline,3.6 Liter,Automatic,Silver Mist,Black,None reported,No,27798,311.0,3.6,6.0,24.0,7.0,3,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Baixa Frequência ext_col,avg,4,24,86.38888888888889,5,2.999999999899956,64433.99999785125,7159.333333572084,Chrysler 300 Touring,8
Mercedes-Benz,GLE 350 Base 4MATIC,2017,57000,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,29500,302.0,3.5,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,4,251,86.28571428571429,5,6.999999999899956,398999.9999942975,8142.857142973521,Mercedes-Benz GLE 350 Base 4MATIC,20
Mercedes-Benz,E-Class E55 AMG,2005,131000,Gasoline,469.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Black,None reported,Yes,16500,469.0,5.4,8.0,24.0,5.0,1,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,251,86.85185185185185,2,18.99999999989996,2488999.999986894,6894.736842141568,Mercedes-Benz E-Class E55 AMG,3
RAM,3500 Laramie,2014,177000,Diesel,385.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,40500,385.0,6.7,6.0,24.0,6.0,1,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,2,74,57.46268656716418,2,9.999999999899956,1769999.999982292,17700.00000017708,RAM 3500 Laramie,4
Buick,Enclave Premium,2016,134655,Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,Ebony Twilight Metallic,Ebony,None reported,Yes,18051,311.0,3.6,6.0,24.0,6.0,3,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,3,21,86.38888888888889,5,7.999999999899956,1077239.9999865284,16831.875000210493,Buick Enclave Premium,15
Chevrolet,Camaro 2SS,2015,27000,Gasoline,426.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,33000,426.0,6.2,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,13,243,68.70967741935483,2,8.999999999899956,242999.9999972988,3000.000000033348,Chevrolet Camaro 2SS,16
BMW,M240 i xDrive,2022,2010,Gasoline,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Purple,Black,None reported,Yes,55000,382.0,3.0,6.0,24.0,7.0,3,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,304,127.33333333333331,6,1.999999999899956,4019.999999798911,1005.0000000502724,BMW M240 i xDrive,2
BMW,X7 xDrive40i,2019,35248,Gasoline,3.0 Liter Twin Turbo,Automatic,Arctic Gray Metallic,Black,None reported,No,53998,311.0,3.0,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Baixa Frequência ext_col,avg,9,304,103.66666666666669,6,4.999999999899956,176239.99999647363,7049.600000141055,BMW X7 xDrive40i,8
GMC,Acadia SLT-1,2011,120000,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,None reported,Yes,7500,288.0,3.6,6.0,24.0,6.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,3,77,80.0,5,12.999999999899956,1559999.9999879948,9230.769230840267,GMC Acadia SLT-1,11
Audi,SQ5 3.0T Premium Plus,2019,22300,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Gray,None reported,Yes,38999,349.0,3.0,6.0,24.0,8.0,0,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,3,146,116.33333333333331,6,4.999999999899956,111499.99999776902,4460.00000008924,Audi SQ5 3.0T Premium Plus,2
Chevrolet,Corvette Base,2008,80000,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,None reported,Yes,31000,430.0,6.2,8.0,24.0,6.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,20,243,69.35483870967742,2,15.999999999899956,1279999.9999919964,5000.000000031264,Chevrolet Corvette Base,3
Jeep,Gladiator Rubicon,2020,38000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,45000,285.0,3.6,6.0,24.0,8.0,0,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,4,108,79.16666666666667,5,3.999999999899956,151999.9999961983,9500.000000237604,Jeep Gladiator Rubicon,15
Ford,Expedition EL XLT,2011,195500,E85 Flex Fuel,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Beige,None reported,Yes,8999,310.0,5.4,8.0,24.0,6.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,3,311,57.407407407407405,2,12.999999999899956,2541499.9999804413,15038.46153857727,Ford Expedition EL XLT,3
Kia,Telluride EX,2022,35938,Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Glacial White Pearl,Black,None reported,No,43329,311.0,3.8,6.0,24.0,8.0,0,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,2,64,81.8421052631579,5,1.999999999899956,71875.9999964046,17969.00000089885,Kia Telluride EX,8
Honda,Pilot EX-L,2016,80500,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,23000,280.0,3.5,6.0,24.0,6.0,3,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,5,53,80.0,5,7.999999999899956,643999.9999919464,10062.500000125838,Honda Pilot EX-L,15
Land,Rover Discovery LSE,1998,149437,Gasoline,182.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,None reported,Yes,9995,182.0,4.0,8.0,24.0,7.0,3,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,107,45.5,5,25.99999999989996,3885361.9999850495,5747.576923099039,Land Rover Discovery LSE,23
Porsche,911 Carrera S,2023,1877,Gasoline,443.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Red,None reported,Yes,185950,443.0,3.0,6.0,24.0,8.0,0,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,12,163,147.66666666666666,6,0.9999999998999556,1876.9999998122169,1877.0000001877836,Porsche 911 Carrera S,2
Kia,Sorento LX,2014,46628,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,Snow White Pearl,Beige,None reported,No,15363,311.0,2.4,4.0,16.0,6.0,2,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,2,64,129.58333333333334,3,9.999999999899956,466279.9999953351,4662.800000046649,Kia Sorento LX,12
BMW,X5 xDrive50i,2016,75479,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,27899,445.0,4.4,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,4,304,101.13636363636364,2,7.999999999899956,603831.9999924487,9434.875000117989,BMW X5 xDrive50i,7
Hyundai,Santa Fe SEL,2021,25000,Gasoline,191.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Gray,None reported,Yes,28500,191.0,2.5,4.0,24.0,8.0,2,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,2,52,76.4,3,2.999999999899956,74999.99999749889,8333.333333611234,Hyundai Santa Fe SEL,22
INFINITI,Q50 Premium,2014,127356,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,19990,328.0,3.7,6.0,24.0,7.0,3,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,1,45,88.64864864864865,5,9.999999999899956,1273559.9999872588,12735.600000127411,INFINITI Q50 Premium,20
Chevrolet,Camaro Z28,2002,48000,Gasoline,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,21999,310.0,5.7,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,3,243,54.3859649122807,2,21.99999999989996,1055999.999995198,2181.818181828104,Chevrolet Camaro Z28,3
Lincoln,Aviator Luxury,2005,140000,Gasoline,302.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,2000,302.0,4.6,8.0,24.0,7.0,1,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,44,65.65217391304348,2,18.99999999989996,2659999.999985994,7368.421052670377,Lincoln Aviator Luxury,3
Mercedes-Benz,M-Class ML 350 4MATIC,2015,88000,E85 Flex Fuel,302.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,A/T,Silver,Gray,None reported,Yes,19500,302.0,3.5,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,2,251,86.28571428571429,5,8.999999999899956,791999.9999911961,9777.777777886467,Mercedes-Benz M-Class ML 350 4MATIC,15
BMW,X3 xDrive30i,2021,2492,Gasoline,2.0 Liter Turbo,Automatic,Phytonic Blue Metallic,Canberra Beige/Black,None reported,No,41598,311.0,2.0,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,7,304,155.5,6,2.999999999899956,7475.999999750689,830.6666666943679,BMW X3 xDrive30i,1
Jaguar,F-TYPE R,2017,58000,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,51500,550.0,5.0,8.0,24.0,7.0,1,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,3,37,110.0,2,6.999999999899956,405999.9999941974,8285.714285832706,Jaguar F-TYPE R,7
Volkswagen,Eos 2.0T,2007,59700,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,White,None reported,Yes,10000,200.0,2.0,4.0,24.0,6.0,2,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,43,100.0,3,16.999999999899956,1014899.9999940272,3511.76470590302,Volkswagen Eos 2.0T,5
Tesla,Model Y Performance,2022,30000,Elétrico,455.0HP Electric Motor Electric Fuel System,A/T,White,White,None reported,Yes,51999,455.0,3.5,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,8,75,130.0,6,1.999999999899956,59999.99999699867,15000.000000750331,Tesla Model Y Performance,2
Cadillac,CTS 2.0L Turbo Luxury,2019,46000,Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,29000,265.0,2.0,4.0,24.0,8.0,2,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,3,92,132.5,3,4.999999999899956,229999.999995398,9200.000000184082,Cadillac CTS 2.0L Turbo Luxury,13
Mercedes-Benz,S-Class S 550 4MATIC,2016,72784,Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,White,None reported,Yes,34900,449.0,4.7,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,4,251,95.531914893617,2,7.999999999899956,582271.9999927183,9098.000000113776,Mercedes-Benz S-Class S 550 4MATIC,7
BMW,750 i,2008,94653,Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Green,At least 1 accident or damage reported,Yes,7300,360.0,4.8,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,5,304,75.0,2,15.999999999899956,1514447.9999905303,5915.81250003699,BMW 750 i,4
Dodge,Challenger SE,2010,90305,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,12000,250.0,3.5,6.0,24.0,7.0,3,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,72,71.42857142857143,5,13.999999999899956,1264269.9999909657,6450.357142903237,Dodge Challenger SE,11
Dodge,Avenger SE,2014,124705,E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,None reported,Yes,6499,283.0,3.6,6.0,24.0,7.0,3,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,72,78.61111111111111,5,9.999999999899956,1247049.999987524,12470.50000012476,Dodge Avenger SE,15
Lexus,RX 350 Base,2017,103866,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Beige,Beige,At least 1 accident or damage reported,Yes,24700,295.0,3.5,6.0,24.0,8.0,0,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,6,131,84.28571428571429,5,6.999999999899956,727061.9999896088,14838.000000212063,Lexus RX 350 Base,20
GMC,Sierra 2500 Base,2021,8210,Gasoline,401.0HP 6.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,55000,401.0,6.6,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,2,77,60.75757575757576,2,2.999999999899956,24629.999999178635,2736.6666667579293,GMC Sierra 2500 Base,16
GMC,Savana 2500 Work Van,2017,117000,E85 Flex Fuel,342.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Silver,None reported,Yes,38000,342.0,6.0,8.0,24.0,6.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,2,77,57.0,2,6.999999999899956,818999.9999882948,16714.285714524594,GMC Savana 2500 Work Van,16
Nissan,Altima 2.5 S,2020,30900,Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,21000,182.0,2.5,4.0,24.0,7.0,2,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,3,94,72.8,3,3.999999999899956,123599.99999690862,7725.000000193211,Nissan Altima 2.5 S,22
Land,Rover Range Rover Autobiography,2023,324,Gasoline,4.4 Liter,Automatic,Black,Blk,None reported,No,199998,311.0,4.4,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,2,107,70.68181818181817,5,0.9999999998999556,323.9999999675856,324.0000000324144,Land Rover Range Rover Autobiography,8
RAM,2500 Big Horn,2014,124700,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,30000,410.0,6.4,8.0,24.0,6.0,1,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,7,74,64.0625,2,9.999999999899956,1246999.9999875245,12470.000000124755,RAM 2500 Big Horn,3
Aston,Martin Vantage GT Base,2015,21100,Gasoline,430.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,80000,430.0,4.7,8.0,24.0,6.0,1,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,8,91.48936170212764,2,8.999999999899956,189899.99999788907,2344.444444470505,Aston Martin Vantage GT Base,16
