brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,Potencia,Capacidade_Motor,Numero_Cilindros,Numero_Valvulas,T2,Categoria_ET,Categoria_Marca,Categoria_Modelo,Categoria_IntCol,Categoria_ExtCol,Categoria_MarcaModelo,condicao_do_veiculo,popularidade_modelo,popularidade_marca,eficiencia,idade_carro,idade_quilometragem,km_por_ano,cc
Audi,A5 2.0T Premium Plus,2019,23827,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,34995,248.0,2.0,4.0,24.0,7.0,2,0,0,17,0,0,bom,4,139,124.0,4.999999999899956,119134.99999761624,4765.40000009535,2
Toyota,Sienna XLE Limited,2007,112630,Gasoline,266.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,11500,266.0,3.5,6.0,24.0,5.0,3,2,2,4,5,4,avg,1,131,76.0,16.999999999899956,1914709.999988732,6625.294117686049,0
Cadillac,Escalade ESV Platinum,2016,168600,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,29500,420.0,6.2,8.0,24.0,8.0,1,1,5,16,4,2,bom,4,77,67.74193548387096,7.999999999899956,1348799.9999831326,21075.000000263553,3
Buick,LaCrosse Base,2017,67500,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,Yes,20000,310.0,3.6,6.0,24.0,8.0,0,3,4,10,9,6,bom,1,15,86.11111111111111,6.999999999899956,472499.999993247,9642.857142994959,2
Ford,Mustang SVT Cobra,2003,16100,Gasoline,390.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,M/T,Red,Beige,None reported,Yes,35500,390.0,4.6,8.0,24.0,7.0,1,1,5,16,4,2,bom,2,224,84.78260869565219,20.999999999899956,338099.9999983893,766.666666670319,3
Nissan,Pathfinder SL,2018,167000,Gasoline,284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,No,14500,284.0,3.5,6.0,24.0,7.0,3,3,4,1,9,1,avg,3,84,81.14285714285714,5.999999999899956,1001999.9999832925,27833.33333379743,1
BMW,X1 xDrive28i,2019,52253,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,34500,228.0,2.0,4.0,24.0,7.0,2,0,0,17,0,0,bom,4,297,114.0,4.999999999899956,261264.99999477237,10450.600000209104,1
Chevrolet,Corvette Stingray w/2LT,2023,5200,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,88900,490.0,6.2,8.0,24.0,8.0,1,1,5,8,4,2,bom,10,190,79.03225806451613,0.9999999998999556,5199.999999479769,5200.000000520231,3
Toyota,Tundra Platinum,2023,8800,Gasoline,389.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,68500,389.0,3.4,6.0,24.0,7.0,3,3,4,12,1,6,bom,1,131,114.41176470588236,0.9999999998999556,8799.99999911961,8800.00000088039,2
Land,Rover Range Rover P400 SE SWB,2022,3369,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,White,Black,None reported,Yes,139500,395.0,3.0,6.0,24.0,7.0,3,3,4,14,1,6,bom,2,102,131.66666666666666,1.9999999998999556,6737.99999966295,1684.5000000842624,2
Lexus,LX 570 Base,2013,134000,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,Yes,29995,383.0,5.7,8.0,24.0,7.0,1,1,5,16,2,2,avg,3,125,67.19298245614034,10.999999999899956,1473999.999986594,12181.818181928975,3
Maserati,Quattroporte Modena Q4,2023,8603,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Blu,Tan,None reported,No,125900,311.0,3.0,6.0,24.0,8.0,0,3,4,10,9,6,avg,1,28,103.66666666666667,0.9999999998999556,8602.999999139318,8603.000000860682,2
Toyota,Camry Hybrid XLE,2018,22000,Hybrid,208.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,White,Beige,None reported,Yes,29500,208.0,2.5,4.0,24.0,7.0,2,0,0,0,0,0,bom,3,131,83.2,5.999999999899956,131999.99999779902,3666.666666727805,1
Ford,Mustang EcoBoost Premium,2018,34000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,25000,311.0,3.5,6.0,24.0,7.0,3,3,4,1,9,1,avg,4,224,88.85714285714286,5.999999999899956,203999.9999965985,5666.6666667611535,2
Mercedes-Benz,CLA-Class CLA 250,2014,76170,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,16500,208.0,2.0,4.0,24.0,7.0,2,0,0,13,0,0,avg,7,194,104.0,9.999999999899956,761699.9999923796,7617.000000076204,1
Ford,Bronco Heritage Edition Advanced,2023,1500,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,7-Speed M/T,Red,Black,None reported,Yes,60000,275.0,2.3,4.0,24.0,7.0,2,0,0,17,0,0,bom,1,224,119.56521739130436,0.9999999998999556,1499.9999998499334,1500.0000001500666,2
Land,Rover Defender SE,2022,46000,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Green,Beige,None reported,Yes,75000,395.0,3.0,6.0,24.0,8.0,0,3,4,10,1,6,bom,3,102,131.66666666666666,1.9999999998999556,91999.99999539796,23000.00000115051,2
Kia,Telluride SX,2021,24423,Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Black,Black,None reported,No,44315,311.0,3.8,6.0,24.0,8.0,0,3,4,10,9,6,avg,7,61,81.8421052631579,2.9999999998999556,73268.99999755662,8141.000000271487,2
Land,Rover Range Rover Supercharged LWB,2020,81000,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,64800,518.0,5.0,8.0,24.0,7.0,1,1,3,8,4,2,bom,2,102,103.6,3.9999999998999556,323999.9999918964,20250.000000506476,3
Audi,RS 7 4.0T Prestige,2016,31500,Gasoline,560.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,67000,560.0,4.0,8.0,24.0,8.0,1,3,3,5,6,2,bom,3,139,140.0,7.999999999899956,251999.9999968486,3937.5000000492405,3
MINI,Clubman Cooper S ALL4,2017,79950,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,17390,189.0,2.0,4.0,24.0,7.0,2,0,0,13,0,0,bom,1,24,94.5,6.999999999899956,559649.9999920015,11421.428571591807,1
Hyundai,Santa Fe GLS,2015,96476,Gasoline,290.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,Yes,13000,290.0,3.3,6.0,24.0,6.0,3,2,2,4,5,1,bom,1,49,87.87878787878789,8.999999999899956,868283.9999903481,10719.555555674715,1
MINI,Cooper S Clubman Base,2009,83853,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,6950,172.0,1.6,4.0,24.0,6.0,2,0,0,2,7,0,avg,2,24,107.5,14.999999999899956,1257794.9999916109,5590.200000037285,1
Subaru,Outback 3.6R Limited,2016,87092,Gasoline,256.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,19500,256.0,3.6,6.0,24.0,7.0,3,0,4,12,9,1,avg,1,47,71.11111111111111,7.999999999899956,696735.9999912869,10886.500000136142,1
BMW,X6 M Base,2021,11102,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,101000,600.0,4.4,8.0,24.0,8.0,1,1,3,5,6,2,bom,8,297,136.36363636363635,2.9999999998999556,33305.99999888931,3700.666666790077,3
Toyota,Land Cruiser,2016,50361,Gasoline,5.7 Liter,Automatic,Silver,Black,None reported,No,65998,311.0,5.7,6.0,24.0,7.0,1,1,5,16,2,1,avg,1,131,54.56140350877193,7.999999999899956,402887.99999496166,6295.125000078724,3
Jeep,Wrangler Unlimited X,2007,135465,Gasoline,205.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,15750,205.0,3.8,6.0,24.0,7.0,3,0,4,3,9,1,bom,2,99,53.94736842105264,16.999999999899956,2302904.9999864474,7968.529411811601,0
Toyota,Land Cruiser Base,1996,233000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,7500,311.0,3.5,6.0,24.0,7.0,3,3,4,1,9,1,bom,6,131,88.85714285714286,27.999999999899956,6523999.99997669,8321.428571458304,0
BMW,M3 Base,2009,78414,Gasoline,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,28750,420.0,4.0,8.0,24.0,7.0,1,1,3,8,4,2,avg,21,297,105.0,14.999999999899956,1176209.999992155,5227.600000034866,3
Ford,F-150 XLT,2020,67516,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,Gray,Medium Light Camel,None reported,Yes,36994,311.0,3.5,6.0,24.0,7.0,3,3,4,1,9,1,bom,6,224,88.85714285714286,3.9999999998999556,270063.9999932454,16879.000000422162,2
BMW,740 Li,2012,85252,Gasoline,326.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,18500,326.0,3.0,6.0,24.0,6.0,3,2,2,4,5,1,bom,1,297,108.66666666666667,11.999999999899956,1023023.9999914711,7104.333333392562,1
INFINITI,Q50 3.0t Red Sport 400,2020,23344,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,7-Speed Automatic,Liquid Platinum,White,None reported,No,36999,311.0,3.0,6.0,24.0,7.0,3,3,4,1,9,1,avg,2,44,103.66666666666667,3.9999999998999556,93375.99999766456,5836.000000145965,2
Toyota,Tacoma Base,2020,27256,Gasoline,3.5 Liter,6 Speed At/Mt,Midnight Black Metallic,Black/Gun Metal,None reported,No,42998,311.0,3.5,6.0,24.0,6.0,3,2,2,4,5,1,avg,2,131,88.85714285714286,3.9999999998999556,109023.99999727319,6814.000000170426,2
INFINITI,QX60 Base,2017,93500,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,16000,295.0,3.5,6.0,24.0,7.0,3,3,4,12,9,1,bom,5,44,84.28571428571429,6.999999999899956,654499.9999906458,13357.142857333758,1
Toyota,Highlander XLE,2020,35000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,36999,295.0,3.5,6.0,24.0,7.0,3,3,4,12,9,1,bom,8,131,84.28571428571429,3.9999999998999556,139999.99999649846,8750.000000218848,2
Toyota,Highlander Hybrid Limited,2018,62200,Hybrid,306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Brown,Beige,None reported,Yes,35707,306.0,3.5,6.0,24.0,7.0,3,3,4,1,9,1,bom,1,131,87.42857142857143,5.999999999899956,373199.99999377725,10366.666666839521,1
Chevrolet,Camaro Z28,1999,58800,Gasoline,305.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,White,None reported,Yes,15000,305.0,5.7,8.0,24.0,7.0,1,1,5,16,2,2,bom,3,190,53.50877192982456,24.999999999899956,1469999.9999941173,2352.0000000094124,0
BMW,Z4 3.0i Roadster,2006,46508,Gasoline,215.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Green,Beige,At least 1 accident or damage reported,Yes,11500,215.0,3.0,6.0,24.0,7.0,3,0,4,3,9,1,avg,1,297,71.66666666666667,17.999999999899956,837143.9999953471,2583.7777777921383,1
Chevrolet,Silverado 1500 1LT,2018,81000,E85 Flex Fuel,285.0HP 4.3L V6 Cylinder Engine Flex Fuel Capability,A/T,Red,Gray,None reported,Yes,32000,285.0,4.3,6.0,24.0,7.0,3,1,4,3,9,1,bom,2,190,66.27906976744187,5.999999999899956,485999.9999918964,13500.0000002251,1
Jeep,Wrangler Unlimited Sport,2020,33060,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,36500,285.0,3.6,6.0,24.0,8.0,0,3,4,10,9,6,bom,10,99,79.16666666666667,3.9999999998999556,132239.99999669252,8265.000000206717,2
Mazda,MX-5 Miata Base,1999,96680,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Green,Beige,At least 1 accident or damage reported,Yes,12900,140.0,1.8,4.0,24.0,5.0,2,2,2,2,7,0,avg,4,52,77.77777777777777,24.999999999899956,2416999.9999903277,3867.200000015476,0
BMW,M340 i xDrive,2022,9000,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Red,None reported,Yes,56900,382.0,3.0,6.0,24.0,8.0,0,3,4,10,1,6,bom,2,297,127.33333333333333,1.9999999998999556,17999.9999990996,4500.0000002251,2
Jaguar,F-PACE S,2020,28357,Gasoline,3.0 Liter,Automatic,Santorini Black Metallic,Pimento Red w/Ebony,None reported,No,47598,311.0,3.0,6.0,24.0,7.0,3,3,4,1,9,1,avg,2,36,103.66666666666667,3.9999999998999556,113427.99999716305,7089.25000017731,2
Toyota,Tundra SR5,2016,119000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,Yes,29950,381.0,5.7,8.0,24.0,6.0,1,1,5,6,2,4,bom,4,131,66.84210526315789,7.999999999899956,951999.9999880947,14875.00000018602,3
Ford,F-250 XLT,2019,32268,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Gray,None reported,Yes,46500,385.0,6.2,8.0,24.0,6.0,1,1,5,6,2,4,bom,10,224,62.096774193548384,4.999999999899956,161339.99999677177,6453.6000001291295,3
Toyota,Tacoma SR5,2018,25083,Gasoline,3.5L V6 24V PDI DOHC,6-Speed Automatic,Red,Gray,At least 1 accident or damage reported,Yes,34955,311.0,3.5,6.0,24.0,6.0,3,2,2,4,5,1,avg,2,131,88.85714285714286,5.999999999899956,150497.99999749058,4180.500000069706,1
Kia,Optima Hybrid EX,2013,104994,Hybrid,199.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,6-Speed A/T,Black,Beige,None reported,Yes,9000,199.0,2.4,4.0,24.0,6.0,2,0,0,2,7,0,bom,2,61,82.91666666666667,10.999999999899956,1154933.9999894958,9544.909090995901,1
Cadillac,XTS Luxury,2019,54002,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,At least 1 accident or damage reported,Yes,22500,304.0,3.6,6.0,24.0,7.0,3,3,4,1,9,1,avg,7,77,84.44444444444444,4.999999999899956,270009.9999945974,10800.400000216105,1
Porsche,Cayenne Diesel,2015,97300,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,Black,Black,None reported,Yes,29995,240.0,3.0,6.0,24.0,8.0,0,3,4,10,9,6,bom,2,159,80.0,8.999999999899956,875699.9999902657,10811.111111231288,1
Lincoln,MKZ Select,2017,52284,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,12500,240.0,2.0,4.0,24.0,6.0,2,0,0,2,7,0,avg,1,34,120.0,6.999999999899956,365987.9999947693,7469.142857249607,1
BMW,M760 i xDrive,2021,11078,Gasoline,"6.6L V-12 gasoline direct injection, DOHC, variable valve contro","Automatic, 8-Spd Sport w/Sport & Manual Modes",BLACK,WHITE,None reported,No,91900,311.0,6.6,6.0,24.0,8.0,1,1,5,16,2,2,avg,1,297,47.121212121212125,2.9999999998999556,33233.99999889171,3692.6666667898103,3
Mercedes-Benz,AMG C 63 S,2017,60000,Gasoline,503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,52500,503.0,4.0,8.0,24.0,7.0,1,1,3,8,6,2,avg,3,194,125.75,6.999999999899956,419999.99999399733,8571.428571551074,3
Kia,Stinger GT1,2021,8288,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,45899,365.0,3.3,6.0,24.0,8.0,0,3,4,10,1,6,bom,2,61,110.60606060606061,2.9999999998999556,24863.999999170832,2762.6666667587965,2
BMW,M235 i,2015,81000,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Red,None reported,Yes,27890,320.0,3.0,6.0,24.0,6.0,3,2,2,4,5,1,bom,2,297,106.66666666666667,8.999999999899956,728999.9999918964,9000.000000100044,1
BMW,X4 M Competition,2020,18362,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Orange,None reported,Yes,60000,503.0,3.0,6.0,24.0,7.0,3,3,3,14,6,6,bom,1,297,167.66666666666666,3.9999999998999556,73447.99999816298,4590.500000114814,2
Ford,Ranger XLT SuperCab,2002,192100,Gasoline,207.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gold,Beige,At least 1 accident or damage reported,Yes,6450,207.0,4.0,6.0,24.0,5.0,3,2,2,4,5,4,avg,1,224,51.75,21.999999999899956,4226199.999980781,8731.818181857889,0
Tesla,Model 3 Long Range,2021,18000,Elétrico,Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,42500,311.0,3.5,6.0,24.0,7.0,3,3,4,12,9,1,bom,5,47,88.85714285714286,2.9999999998999556,53999.9999981992,6000.000000200089,2
Porsche,Boxster Base,1997,132800,Gasoline,201.0HP 2.5L Flat 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Beige,None reported,No,8500,201.0,2.5,6.0,24.0,5.0,3,2,2,4,5,1,avg,6,159,80.4,26.999999999899956,3585599.999986714,4918.518518536744,0
Maserati,Quattroporte Base,2005,32000,Gasoline,394.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,At least 1 accident or damage reported,Yes,2954083,394.0,4.2,8.0,24.0,7.0,1,1,5,8,4,2,avg,1,28,93.80952380952381,18.999999999899956,607999.9999967986,1684.2105263246576,3
Mercedes-Benz,SLK-Class SLK320,2001,59500,Gasoline,215.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Beige,None reported,Yes,6500,215.0,3.2,6.0,24.0,6.0,3,2,2,4,5,1,bom,1,194,67.1875,22.999999999899956,1368499.9999940475,2586.956521750383,1
Mercedes-Benz,G-Class G 550 4MATIC,2021,22480,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Brown,None reported,Yes,135800,416.0,4.0,8.0,24.0,7.0,1,1,5,8,4,2,bom,9,194,104.0,2.9999999998999556,67439.999997751,7493.333333583222,3
Porsche,Panamera 4S,2010,62743,Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Gray,None reported,Yes,28600,400.0,4.8,8.0,24.0,7.0,1,1,5,16,4,2,bom,2,159,83.33333333333334,13.999999999899956,878401.9999937229,4481.642857174883,3
Porsche,Cayenne Platinum Edition,2017,73043,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,30990,300.0,3.6,6.0,24.0,8.0,0,3,4,10,9,6,bom,2,159,83.33333333333333,6.999999999899956,511300.99999269244,10434.71428586342,2
Land,Rover Range Rover 3.0L Supercharged,2018,38020,Gasoline,5.0 Liter,Automatic,White,Espresso,None reported,No,63998,311.0,5.0,6.0,24.0,7.0,3,1,5,3,9,1,avg,2,102,62.2,5.999999999899956,228119.9999961963,6336.666666772325,3
Land,Rover Range Rover 5.0L V8 Supercharged,2019,17500,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,65000,518.0,5.0,8.0,24.0,8.0,1,1,3,8,4,2,bom,2,102,103.6,4.999999999899956,87499.99999824923,3500.000000070031,3
Volvo,XC90 3.2,2011,88300,Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,At least 1 accident or damage reported,Yes,11500,235.0,3.2,6.0,24.0,7.0,3,0,4,3,9,1,avg,1,26,73.4375,12.999999999899956,1147899.9999911662,6792.307692359964,1
Mazda,MX-5 Miata Base,1999,130000,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,At least 1 accident or damage reported,Yes,9000,140.0,1.8,4.0,24.0,7.0,2,0,0,0,0,0,avg,4,52,77.77777777777777,24.999999999899956,3249999.999986994,5200.000000020809,0
GMC,Sierra 2500 Denali,2015,86000,Diesel,397.0HP 6.6L 8 Cylinder Engine Diesel Fuel,A/T,Gray,Brown,None reported,Yes,49000,397.0,6.6,8.0,24.0,7.0,1,1,5,16,2,2,bom,2,55,60.151515151515156,8.999999999899956,773999.9999913962,9555.555555661776,3
Acura,RSX Type S,2006,71400,Gasoline,201.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Gray,None reported,No,14990,201.0,2.0,4.0,24.0,6.0,2,0,0,2,7,0,avg,1,37,100.5,17.999999999899956,1285199.9999928568,3966.6666666887136,1
INFINITI,G35 Base,2003,106500,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Beige,None reported,Yes,9500,280.0,3.5,6.0,24.0,6.0,3,2,2,4,5,1,bom,2,44,80.0,20.999999999899956,2236499.999989345,5071.428571452731,0
Audi,S4 Base,2007,93000,Gasoline,340.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,10995,340.0,4.2,8.0,24.0,6.0,1,1,5,6,2,4,avg,1,139,80.95238095238095,16.999999999899956,1580999.9999906959,5470.588235326312,0
Toyota,Sequoia Limited,2012,150900,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,17500,381.0,5.7,8.0,24.0,7.0,1,1,5,16,2,2,bom,5,131,66.84210526315789,11.999999999899956,1810799.9999849033,12575.000000104837,0
Honda,Civic Si Base,2020,6025,Gasoline,205.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Gray,None reported,Yes,27500,205.0,1.5,4.0,24.0,6.0,2,0,0,2,7,0,bom,1,48,136.66666666666666,3.9999999998999556,24099.99999939723,1506.250000037673,2
Lexus,RX 350 Base,2021,30761,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Eminent White Pearl,Black,None reported,No,44950,311.0,3.5,6.0,24.0,8.0,0,3,4,10,9,6,avg,6,125,88.85714285714286,2.9999999998999556,92282.99999692253,10253.666667008607,2
Ford,F-250 Lariat,2019,35597,E85 Flex Fuel,6.2L V8 16V MPFI SOHC Flexible Fuel,6-Speed Automatic,Black,Black,None reported,No,47756,311.0,6.2,8.0,16.0,6.0,1,1,5,9,2,3,avg,11,224,50.16129032258064,4.999999999899956,177984.9999964387,7119.400000142451,3
Chevrolet,Silverado 1500 1LZ,2014,111095,E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,26000,355.0,5.3,8.0,24.0,6.0,1,1,5,6,2,4,avg,1,190,66.9811320754717,9.999999999899956,1110949.9999888856,11109.500000111144,3
Ford,Fusion SE,2011,114323,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,6000,175.0,2.5,4.0,24.0,6.0,2,0,0,2,7,0,bom,3,224,70.0,12.999999999899956,1486198.9999885627,8794.0769231446,1
Ford,Fusion Energi Titanium,2015,84352,Plug-In Hybrid,188.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,CVT Transmission,Blue,Black,At least 1 accident or damage reported,Yes,10000,188.0,2.0,4.0,24.0,7.0,2,0,0,13,0,0,avg,1,224,94.0,8.999999999899956,759167.999991561,9372.44444454863,1
Mercedes-Benz,Sprinter High Roof,2015,110000,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,White,Gray,None reported,Yes,29000,188.0,3.0,6.0,24.0,7.0,3,0,4,3,9,1,bom,3,194,62.666666666666664,8.999999999899956,989999.9999889951,12222.222222358085,1
BMW,M4 Competition xDrive,2023,1120,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,White,None reported,Yes,92900,503.0,3.0,6.0,24.0,8.0,0,3,3,14,6,6,bom,2,297,167.66666666666666,0.9999999998999556,1119.9999998879503,1120.0000001120497,2
Jeep,Wrangler Rubicon,2023,7000,Hybrid,285.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Black,None reported,Yes,46000,285.0,3.6,6.0,24.0,8.0,0,3,4,10,9,6,bom,2,99,79.16666666666667,0.9999999998999556,6999.999999299689,7000.000000700311,2
Rolls-Royce,Phantom,2023,1560,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Black,Tempest,Cobalt Blue,None reported,Yes,599995,311.0,3.5,6.0,24.0,7.0,3,3,4,1,9,1,bom,1,1,88.85714285714286,0.9999999998999556,1559.9999998439307,1560.0000001560693,2
Porsche,911 Turbo S,2021,1912,Gasoline,640.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,240000,640.0,3.8,6.0,24.0,8.0,1,3,3,5,6,6,bom,3,159,168.42105263157896,2.9999999998999556,5735.999999808715,637.3333333545872,2
Land,Rover Discovery HSE LUXURY,2017,47200,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,29000,340.0,3.0,6.0,24.0,8.0,0,3,4,10,1,6,avg,2,102,113.33333333333333,6.999999999899956,330399.9999952779,6742.857142953512,2
Mazda,Mazda3 FWD w/Preferred Package,2019,60800,Gasoline,186.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,None reported,Yes,19900,186.0,2.5,4.0,24.0,6.0,2,0,0,2,7,0,bom,1,52,74.4,4.999999999899956,303999.9999939173,12160.000000243308,1
Mazda,CX-30 Premium Package,2023,2636,Gasoline,2.5L I4 16V,6-Speed Automatic,Platinum Quartz Metallic,Black,None reported,No,28535,311.0,2.5,4.0,16.0,6.0,2,2,1,7,3,3,avg,2,52,124.4,0.9999999998999556,2635.999999736283,2636.000000263717,2
Ford,Mustang GT,2018,53782,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,29950,460.0,5.0,8.0,24.0,6.0,1,1,5,6,2,4,avg,9,224,92.0,5.999999999899956,322691.9999946194,8963.666666816127,3
